"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE","Qiagen DSP-AC_Diff","Qiagen DSP-ZE_Diff","Zymo MagBead-AC_Diff","Zymo MagBead-ZE_Diff","MagAttract PS-AC_Diff","MagAttract PS-ZE_Diff","MagAttract MB-AC_Diff","MagAttract MB-ZE_Diff","Qiagen QIAmp-AC_Diff","Qiagen QIAMmp-ZE_Diff","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"Ruminococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000202680008802103,0.000898694184271544,0.000117611994378001,0.0121872775312547,0.00141420514677429,0.000409008689794249,7.71688094316251e-05,0.00155691291947013,0.000548832971641531,8.26394245147885e-05,0.00013826341155092,0.0268257755365092,0.000287706955162605,0.00303402863942012,0.000278870350398613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000101340004401052,0.000449347092135772,5.88059971890003e-05,0.00609363876562733,0.000707102573387146,0.000204504344897124,3.85844047158126e-05,0.000778456459735066,0.000274416485820766,4.13197122573943e-05,6.91317057754602e-05,0.0134128877682546,0.000143853477581303,0.00151701431971006,0.000139435175199306
"Fusicatenibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-05,0.000217106578404061,3.14118991195902e-05,0.00129717744318166,0.000109562047085261,9.40501265302284e-05,2.66099342867673e-06,0.000355312077057499,0.000143646585904092,5.90281603677061e-06,4.64750963196371e-05,0.0028502543390761,3.46880726082574e-05,0.000199880071956826,4.62581149950306e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86134701961115e-05,0.000108553289202031,1.57059495597951e-05,0.000648588721590829,5.47810235426305e-05,4.70250632651142e-05,1.33049671433836e-06,0.00017765603852875,7.18232929520461e-05,2.9514080183853e-06,2.32375481598186e-05,0.00142512716953805,1.73440363041287e-05,9.9940035978413e-05,2.31290574975153e-05
"Ruminococcaceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.07308382892301e-05,3.65254640925468e-06,0.000373114379535549,2.56421812327207e-05,6.5616367346671e-06,0,6.56788990924468e-05,2.74702634398264e-05,0,5.80938703995464e-06,0.000827088335293328,4.08094971861852e-06,5.27985095735012e-05,6.60830214214722e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-06,2.0365419144615e-05,1.82627320462734e-06,0.000186557189767774,1.28210906163603e-05,3.28081836733355e-06,0,3.28394495462234e-05,1.37351317199132e-05,0,2.90469351997732e-06,0.000413544167646664,2.04047485930926e-06,2.63992547867506e-05,3.30415107107361e-06
"Clostridium sensu stricto 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-05,1.90575481903737e-05,8.76611138221122e-06,8.49777847810978e-05,2.25340380529969e-05,2.18721224488903e-06,1.86269540007371e-05,2.90709881228863e-05,1.37351317199132e-05,9.83802672795102e-06,8.1331418559365e-06,0.000164413614451329,2.04047485930926e-05,3.205623795534e-05,1.58599251411533e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20449006537051e-06,9.52877409518685e-06,4.38305569110561e-06,4.24888923905489e-05,1.12670190264985e-05,1.09360612244452e-06,9.31347700036855e-06,1.45354940614431e-05,6.8675658599566e-06,4.91901336397551e-06,4.06657092796825e-06,8.22068072256646e-05,1.02023742965463e-05,1.602811897767e-05,7.92996257057667e-06
"Gossypium arboreum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.25992253667177e-05,0,1.68830035988936e-06,7.77035794930929e-07,0,3.99149014301509e-06,7.64459317305528e-05,2.46087776648445e-05,0,0,2.5101315183409e-06,1.02023742965463e-06,1.88566105619647e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-06,2.12996126833588e-05,0,8.4415017994468e-07,3.88517897465465e-07,0,1.99574507150755e-06,3.82229658652764e-05,1.23043888324222e-05,0,0,1.25506575917045e-06,5.10118714827315e-07,9.42830528098235e-07,0
"Sellimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49470966199009e-06,0,5.62766786629787e-06,3.88517897465465e-06,0,0,3.23010979143181e-06,5.72297154996383e-07,0,0,1.25506575917045e-05,0,9.42830528098235e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.47354830995047e-07,0,2.81383393314893e-06,1.94258948732732e-06,0,0,1.61505489571591e-06,2.86148577498192e-07,0,0,6.27532879585226e-06,0,4.71415264049118e-06,0
"Lachnospiraceae UCG-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24206449298514e-06,0,5.06490107966808e-06,0,0,0,0,3.4337829299783e-06,0,0,1.12955918325341e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.12103224649257e-06,0,2.53245053983404e-06,0,0,0,0,1.71689146498915e-06,0,0,5.64779591626703e-06,0,0,0
"Ambiguous_taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-05,2.61574190848266e-05,2.2645787737379e-05,4.55841097170127e-05,4.3514004516132e-05,1.74976979591123e-05,2.9270927715444e-05,1.93806587485909e-05,2.97594520598119e-05,1.37732374191314e-05,2.78850577917823e-05,2.88665124609204e-05,5.91737709199685e-05,1.88566105619647e-05,6.07963797077544e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-05,1.30787095424133e-05,1.13228938686895e-05,2.27920548585064e-05,2.1757002258066e-05,8.74884897955613e-06,1.4635463857722e-05,9.69032937429543e-06,1.4879726029906e-05,6.88661870956571e-06,1.39425288958911e-05,1.44332562304602e-05,2.95868854599842e-05,9.42830528098235e-06,3.03981898538772e-05
"Intestinimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.47354830995047e-06,0,5.62766786629787e-07,1.24325727188949e-05,0,0,1.72272522209697e-05,2.28918861998553e-06,0,0,1.25506575917045e-06,0,2.82849158429471e-05,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.73677415497523e-06,0,2.81383393314893e-07,6.21628635944743e-06,0,0,8.61362611048483e-06,1.14459430999277e-06,0,0,6.27532879585226e-07,0,1.41424579214735e-05,6.60830214214722e-07
"Butyricicoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,0.000183101933593787,1.02271299459131e-05,0.000698393582207565,0.000111893154470054,4.15570326528916e-05,1.86269540007371e-05,0.000362848999904173,8.75614647144466e-05,0,1.6266283711873e-05,0.00153871062074297,1.53035614448194e-05,0.000203651394069219,4.757977542346e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36498781438151e-05,9.15509667968933e-05,5.11356497295655e-06,0.000349196791103783,5.59465772350269e-05,2.07785163264458e-05,9.31347700036855e-06,0.000181424499952087,4.37807323572233e-05,0,8.1331418559365e-06,0.000769355310371487,7.65178072240972e-06,0.000101825697034609,2.378988771173e-05
"Hungatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,1.27050321269158e-05,7.30509281850935e-07,1.5757470025634e-05,2.87503244124444e-05,0,1.33049671433836e-06,2.58408783314545e-05,5.72297154996383e-06,0,1.16187740799093e-06,3.38867754976022e-05,1.02023742965463e-06,6.59981369668765e-05,2.64332085685889e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,6.3525160634579e-06,3.65254640925468e-07,7.87873501281701e-06,1.43751622062222e-05,0,6.65248357169182e-07,1.29204391657272e-05,2.86148577498192e-06,0,5.80938703995464e-07,1.69433877488011e-05,5.10118714827315e-07,3.29990684834382e-05,1.32166042842944e-06
"Porphyromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.8578064014678e-06,2.19152784555281e-06,2.81383393314893e-06,7.77035794930929e-07,2.18721224488903e-06,2.66099342867673e-06,2.15340652762121e-06,6.29526870496021e-06,1.9676053455902e-06,2.32375481598186e-06,1.25506575917045e-06,4.08094971861852e-06,0,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-06,2.4289032007339e-06,1.0957639227764e-06,1.40691696657447e-06,3.88517897465465e-07,1.09360612244452e-06,1.33049671433836e-06,1.0767032638106e-06,3.14763435248011e-06,9.83802672795102e-07,1.16187740799093e-06,6.27532879585226e-07,2.04047485930926e-06,0,6.60830214214722e-07
"Marvinbryantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07544494466422e-05,3.10152254862944e-05,7.30509281850935e-07,0.000280257859741634,5.05073266705104e-05,2.84337591835574e-05,0,5.27584599267196e-05,1.9458103269877e-05,1.9676053455902e-06,0,0.000620002485030203,4.08094971861852e-06,0.000105597019147002,1.1894943855865e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37722472332111e-06,1.55076127431472e-05,3.65254640925468e-07,0.000140128929870817,2.52536633352552e-05,1.42168795917787e-05,0,2.63792299633598e-05,9.72905163493851e-06,9.83802672795102e-07,0,0.000310001242515102,2.04047485930926e-06,5.27985095735012e-05,5.9474719279325e-06
"Eisenbergiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,8.59458055644304e-06,7.30509281850935e-07,2.3636205038451e-05,0.000131319049343327,0,1.33049671433836e-06,2.26107685400227e-05,1.14459430999277e-06,0,1.16187740799093e-06,4.39273015709658e-05,7.1416620075824e-06,0.000305477091103828,9.25162299900611e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,4.29729027822152e-06,3.65254640925468e-07,1.18181025192255e-05,6.56595246716635e-05,0,6.65248357169182e-07,1.13053842700113e-05,5.72297154996383e-07,0,5.80938703995464e-07,2.19636507854829e-05,3.5708310037912e-06,0.000152738545551914,4.62581149950306e-06
"Erysipelatoclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,7.47354830995047e-06,1.46101856370187e-06,0.000113116124112587,0,2.18721224488903e-06,0,1.83039554847803e-05,1.71689146498915e-06,0,2.32375481598186e-06,0.00024975808607492,2.04047485930926e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,3.73677415497523e-06,7.30509281850935e-07,5.65580620562936e-05,0,1.09360612244452e-06,0,9.15197774239013e-06,8.58445732494575e-07,0,1.16187740799093e-06,0.00012487904303746,1.02023742965463e-06,0,0
"Ruminococcaceae NK4A214 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63996750501736e-05,0.000386756125039937,6.28237982391804e-05,0.00110639950251416,0.000223009273145177,6.12419428568929e-05,2.12879474294138e-05,0.000736465032446453,0.00020087630140373,1.37732374191314e-05,9.17883152312833e-05,0.0024210218494398,3.77487848972213e-05,0.000399760143913652,9.91245321322083e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81998375250868e-05,0.000193378062519968,3.14118991195902e-05,0.00055319975125708,0.000111504636572588,3.06209714284464e-05,1.06439737147069e-05,0.000368232516223226,0.000100438150701865,6.88661870956571e-06,4.58941576156417e-05,0.0012105109247199,1.88743924486106e-05,0.000199880071956826,4.95622660661042e-05
"Family XIII AD3011 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.27050321269158e-05,4.38305569110561e-06,0.0001587002338296,4.50680761059939e-05,2.18721224488903e-06,1.33049671433836e-06,2.69175815952651e-05,5.15067439496745e-06,5.90281603677061e-06,3.48563222397278e-06,0.000347653215290215,5.10118714827315e-06,0.000103711358090806,3.96498128528833e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,6.3525160634579e-06,2.19152784555281e-06,7.93501169147999e-05,2.25340380529969e-05,1.09360612244452e-06,6.65248357169182e-07,1.34587907976325e-05,2.57533719748372e-06,2.9514080183853e-06,1.74281611198639e-06,0.000173826607645108,2.55059357413657e-06,5.18556790454029e-05,1.98249064264417e-06
"Ruminococcaceae UCG-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54267779173099e-05,0.00084040050745393,8.18170395673047e-05,0.00129323807567525,0.000597540526301885,8.96757020404503e-05,3.45929145727975e-05,0.00185623642680948,0.000300456006373101,4.52549229485747e-05,0.000103407089311193,0.00281134730054181,5.91737709199685e-05,0.00126150724659544,0.000132166042842944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77133889586549e-05,0.000420200253726965,4.09085197836524e-05,0.000646619037837625,0.000298770263150942,4.48378510202252e-05,1.72964572863987e-05,0.00092811821340474,0.000150228003186551,2.26274614742873e-05,5.17035446555963e-05,0.00140567365027091,2.95868854599842e-05,0.000630753623297719,6.60830214214722e-05
"Lachnospiraceae NK4A136 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47451443660748e-05,0.000189828127072742,4.01780105018014e-05,0.000351729241643617,0.000818218692062269,5.03058816324477e-05,2.52794375724289e-05,0.000396226801082302,8.01216016994936e-05,2.75464748382628e-05,4.76369737276281e-05,0.000754294521261442,2.44856983117111e-05,0.00189886068358985,6.07963797077544e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73725721830374e-05,9.4914063536371e-05,2.00890052509007e-05,0.000175864620821808,0.000409109346031134,2.51529408162239e-05,1.26397187862145e-05,0.000198113400541151,4.00608008497468e-05,1.37732374191314e-05,2.3818486863814e-05,0.000377147260630721,1.22428491558556e-05,0.000949430341794923,3.03981898538772e-05
"[Eubacterium] coprostanoligenes group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81998375250868e-05,0.000215238191326574,1.97237506099753e-05,0.00188808256914293,0.000126656834573741,3.28081836733355e-05,9.31347700036855e-06,0.000376846142333711,0.000129339157029183,5.90281603677061e-06,2.78850577917823e-05,0.00415175753133585,4.79511591937676e-05,0.000265878208923702,2.90765294254478e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09991876254341e-06,0.000107619095663287,9.86187530498763e-06,0.000944041284571467,6.33284172868707e-05,1.64040918366677e-05,4.65673850018427e-06,0.000188423071166856,6.46695785145913e-05,2.9514080183853e-06,1.39425288958911e-05,0.00207587876566793,2.39755795968838e-05,0.000132939104461851,1.45382647127239e-05
"Ruminococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000378060261316576,0.00142333727563007,0.000122725559350957,0.00539468241663313,0.00098683545956228,0.000846451138772055,9.31347700036855e-05,0.0023859744326043,0.000911669367909238,7.67366084780179e-05,0.00014988218563083,0.011781302281333,0.000203027248501271,0.00199125807534347,0.000282835331683901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000189030130658288,0.000711668637815033,6.13627796754786e-05,0.00269734120831657,0.00049341772978114,0.000423225569386028,4.65673850018427e-05,0.00119298721630215,0.000455834683954619,3.8368304239009e-05,7.49410928154149e-05,0.00589065114066652,0.000101513624250636,0.000995629037671737,0.000141417665841951
"Roseburia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000142289638832497,0.00142707404978504,6.7206853930286e-05,0.00224375117829296,0.000508958445679759,0.000301835289794686,4.52368882875044e-05,0.00288987156006766,0.000649557270920895,3.73845015662139e-05,8.48170507833378e-05,0.00490103178956061,8.36594692316796e-05,0.00101825697034609,0.000151990949269386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11448194162485e-05,0.000713537024892521,3.3603426965143e-05,0.00112187558914648,0.000254479222839879,0.000150917644897343,2.26184441437522e-05,0.00144493578003383,0.000324778635460447,1.86922507831069e-05,4.24085253916689e-05,0.00245051589478031,4.18297346158398e-05,0.000509128485173047,7.59954746346931e-05
"Anaerofilum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.30509281850935e-07,5.62766786629787e-07,2.33110738479279e-06,0,0,0,0,0,1.16187740799093e-06,1.25506575917045e-06,0,1.88566105619647e-06,2.64332085685889e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.65254640925468e-07,2.81383393314893e-07,1.16555369239639e-06,0,0,0,0,0,5.80938703995464e-07,6.27532879585226e-07,0,9.42830528098235e-07,1.32166042842944e-06
"[Clostridium] innocuum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.86838707748762e-06,7.30509281850935e-07,9.00426858607659e-06,3.88517897465465e-06,4.37442448977806e-06,0,4.30681305524241e-06,5.72297154996383e-07,0,1.16187740799093e-06,1.75709206283863e-05,2.04047485930926e-06,9.42830528098235e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,9.34193538743809e-07,3.65254640925468e-07,4.50213429303829e-06,1.94258948732732e-06,2.18721224488903e-06,0,2.15340652762121e-06,2.86148577498192e-07,0,5.80938703995464e-07,8.78546031419316e-06,1.02023742965463e-06,4.71415264049118e-06,0
"[Eubacterium] xylanophilum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,0.000116587353635227,8.03560210036029e-06,0.000164327901695898,6.13858277995434e-05,1.31232734693342e-05,3.99149014301509e-06,0.000240104827829765,5.09344467946781e-05,1.9676053455902e-06,1.16187740799093e-05,0.000355183609845238,9.18213686689166e-06,0.000118796646540378,2.11465668548711e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-06,5.82936768176137e-05,4.01780105018014e-06,8.21639508479489e-05,3.06929138997717e-05,6.5616367346671e-06,1.99574507150755e-06,0.000120052413914882,2.5467223397339e-05,9.83802672795102e-07,5.80938703995464e-06,0.000177591804922619,4.59106843344583e-06,5.93983232701888e-05,1.05732834274356e-05
"[Eubacterium] hallii group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54267779173099e-05,0.000343409544842224,2.19152784555281e-05,0.00270240610939624,0.000141420514677429,0.000120296673468897,1.59659605720604e-05,0.000585726575512968,0.000214611433123644,1.37732374191314e-05,2.67231803837913e-05,0.0059465015669496,6.52951954978963e-05,0.000290391802654257,3.70064919960244e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77133889586549e-05,0.000171704772421112,1.0957639227764e-05,0.00135120305469812,7.07102573387146e-05,6.01483367344484e-05,7.98298028603018e-06,0.000292863287756484,0.000107305716561822,6.88661870956571e-06,1.33615901918957e-05,0.0029732507834748,3.26475977489481e-05,0.000145195901327128,1.85032459980122e-05
"Holdemania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,1.53207740353985e-05,7.30509281850935e-07,5.12117775833106e-05,1.63177516935495e-05,2.18721224488903e-06,0,3.01476913866969e-05,7.43986301495298e-06,0,1.16187740799093e-06,0.00011170085256617,2.04047485930926e-06,3.95988821801259e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,7.66038701769923e-06,3.65254640925468e-07,2.56058887916553e-05,8.15887584677476e-06,1.09360612244452e-06,0,1.50738456933485e-05,3.71993150747649e-06,0,5.80938703995464e-07,5.58504262830851e-05,1.02023742965463e-06,1.97994410900629e-05,0
"Tyzzerella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.98049030213687e-05,1.46101856370187e-06,5.29000779431999e-05,1.16555369239639e-05,0,0,4.09147240248029e-05,8.58445732494575e-06,0,2.32375481598186e-06,0.00011170085256617,5.10118714827315e-06,2.26279326743576e-05,3.96498128528833e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.90245151068437e-06,7.30509281850935e-07,2.64500389716e-05,5.82776846198197e-06,0,0,2.04573620124015e-05,4.29222866247287e-06,0,1.16187740799093e-06,5.58504262830851e-05,2.55059357413657e-06,1.13139663371788e-05,1.98249064264417e-06
"Ruminiclostridium 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81998375250868e-05,8.96825797194056e-05,8.76611138221122e-06,0.000798566070227667,0.000166285660115219,3.93698204080026e-05,5.32198685735346e-06,0.000150738456933484,5.72297154996383e-05,1.9676053455902e-06,1.27806514879002e-05,0.0017457964710061,2.85666480303296e-05,0.000350732956452544,3.70064919960244e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09991876254341e-06,4.48412898597028e-05,4.38305569110561e-06,0.000399283035113834,8.31428300576094e-05,1.96849102040013e-05,2.66099342867673e-06,7.53692284667422e-05,2.86148577498192e-05,9.83802672795102e-07,6.3903257439501e-06,0.000872898235503049,1.42833240151648e-05,0.000175366478226272,1.85032459980122e-05
"Dialister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48907761568892e-05,0.000127423998684655,1.1688148509615e-05,0.000311772799792902,8.54739374424022e-05,2.40593346937793e-05,9.31347700036855e-06,0.000261638893105977,5.60851211896455e-05,5.90281603677061e-06,1.51044063038821e-05,0.000680245641470385,1.22428491558556e-05,0.000167823834001486,2.77548689970183e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,6.37119993423277e-05,5.84407425480748e-06,0.000155886399896451,4.27369687212011e-05,1.20296673468897e-05,4.65673850018427e-06,0.000130819446552988,2.80425605948228e-05,2.9514080183853e-06,7.55220315194103e-06,0.000340122820735192,6.12142457792778e-06,8.39119170007429e-05,1.38774344985092e-05
"Intestinibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13632671024701e-06,6.83829670360468e-05,1.68017134825715e-05,0.000496360305807472,4.3514004516132e-05,4.37442448977806e-06,3.99149014301509e-06,0.000123820875338219,3.8916206539754e-05,7.87042138236081e-06,2.20756707518276e-05,0.00109065214471912,1.32630865855102e-05,8.48547475288412e-05,1.45382647127239e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0681633551235e-06,3.41914835180234e-05,8.40085674128576e-06,0.000248180152903736,2.1757002258066e-05,2.18721224488903e-06,1.99574507150755e-06,6.19104376691097e-05,1.9458103269877e-05,3.93521069118041e-06,1.10378353759138e-05,0.000545326072359561,6.63154329275509e-06,4.24273737644206e-05,7.26913235636194e-06
