"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE","Qiagen DSP-AC_Diff","Qiagen DSP-ZE_Diff","Zymo MagBead-AC_Diff","Zymo MagBead-ZE_Diff","MagAttract PS-AC_Diff","MagAttract PS-ZE_Diff","MagAttract MB-AC_Diff","MagAttract MB-ZE_Diff","Qiagen QIAmp-AC_Diff","Qiagen QIAMmp-ZE_Diff","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"[Ruminococcus] gauvreauii group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47451443660748e-05,0.000204401546277145,1.0957639227764e-05,0.00142942763803966,5.36154698502341e-05,8.09268530608942e-05,6.65248357169182e-06,0.000362848999904173,0.00012018240254924,5.90281603677061e-06,1.39425288958911e-05,0.00315021505551783,3.06071228896389e-05,9.42830528098235e-05,2.51115481401594e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73725721830374e-05,0.000102200773138573,5.47881961388201e-06,0.000714713819019829,2.68077349251171e-05,4.04634265304471e-05,3.32624178584591e-06,0.000181424499952087,6.00912012746202e-05,2.9514080183853e-06,6.97126444794557e-06,0.00157510752775892,1.53035614448194e-05,4.71415264049118e-05,1.25557740700797e-05
"Lachnospiraceae ND3007 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,0.00012518193419167,9.49662066406216e-06,0.00044852512894394,2.56421812327207e-05,5.90547306120039e-05,7.98298028603018e-06,0.000192729884222098,8.92783561794358e-05,5.90281603677061e-06,1.16187740799093e-05,0.000981461423671293,1.53035614448194e-05,4.90271874611082e-05,9.25162299900611e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36498781438151e-05,6.25909670958352e-05,4.74831033203108e-06,0.00022426256447197,1.28210906163603e-05,2.95273653060019e-05,3.99149014301509e-06,9.6364942111049e-05,4.46391780897179e-05,2.9514080183853e-06,5.80938703995464e-06,0.000490730711835647,7.65178072240972e-06,2.45135937305541e-05,4.62581149950306e-06
"Succiniclasticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3090613681976e-06,4.59623221061954e-05,1.68017134825715e-05,1.51947032390042e-05,8.7805044827195e-05,2.18721224488903e-06,3.99149014301509e-06,0.000110900436172492,1.14459430999277e-05,9.83802672795102e-06,2.09137933438367e-05,3.01215782200908e-05,3.06071228896389e-06,0.000207422716181612,3.96498128528833e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,2.29811610530977e-05,8.40085674128576e-06,7.59735161950212e-06,4.39025224135975e-05,1.09360612244452e-06,1.99574507150755e-06,5.54502180862461e-05,5.72297154996383e-06,4.91901336397551e-06,1.04568966719184e-05,1.50607891100454e-05,1.53035614448194e-06,0.000103711358090806,1.98249064264417e-06
"[Ruminococcus] torques group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,9.19246442123908e-05,1.31491670733168e-05,0.000480040068995208,6.13858277995434e-05,5.90547306120039e-05,7.98298028603018e-06,0.000185192961375424,4.23499894697323e-05,7.87042138236081e-06,1.6266283711873e-05,0.00105676536922152,1.12226117262009e-05,0.000107482680203199,2.90765294254478e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36498781438151e-05,4.59623221061954e-05,6.57458353665842e-06,0.000240020034497604,3.06929138997717e-05,2.95273653060019e-05,3.99149014301509e-06,9.25964806877119e-05,2.11749947348662e-05,3.93521069118041e-06,8.1331418559365e-06,0.00052838268461076,5.61130586310046e-06,5.37413401015994e-05,1.45382647127239e-05
"Ruminiclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.75628385283836e-05,7.30509281850935e-07,1.91340707454127e-05,6.99332215437836e-06,0,0,3.33778011781287e-05,9.15675447994213e-06,0,1.16187740799093e-06,4.14171700526249e-05,1.02023742965463e-06,1.69709495057682e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.7814192641918e-06,3.65254640925468e-07,9.56703537270637e-06,3.49666107718918e-06,0,0,1.66889005890644e-05,4.57837723997107e-06,0,5.80938703995464e-07,2.07085850263125e-05,5.10118714827315e-07,8.48547475288412e-06,0
"Gordonibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24206449298514e-06,0,3.03894064780085e-05,1.55407158986186e-06,0,0,4.30681305524241e-06,1.14459430999277e-06,0,0,6.65184852360339e-05,1.02023742965463e-06,3.77132211239294e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.12103224649257e-06,0,1.51947032390042e-05,7.77035794930929e-07,0,0,2.15340652762121e-06,5.72297154996383e-07,0,0,3.3259242618017e-05,5.10118714827315e-07,1.88566105619647e-06,0
"Ruminococcaceae UCG-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-05,0.000215611868742071,3.21424084014411e-05,0.00039449951742748,0.00111582340152081,4.81186693875587e-05,3.06014244297824e-05,0.000502820424199552,6.29526870496021e-05,3.73845015662139e-05,2.90469351997732e-05,0.000832108598330009,3.87690223268759e-05,0.00257204168065199,9.515955084692e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86134701961115e-05,0.000107805934371036,1.60712042007206e-05,0.00019724975871374,0.000557911700760407,2.40593346937793e-05,1.53007122148912e-05,0.000251410212099776,3.14763435248011e-05,1.86922507831069e-05,1.45234675998866e-05,0.000416054299165005,1.9384511163438e-05,0.00128602084032599,4.757977542346e-05
"Flavonifractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.53207740353985e-05,0,7.31596822618723e-06,1.47636801036877e-05,0,0,3.87613174971817e-05,2.86148577498192e-06,0,0,1.50607891100454e-05,1.02023742965463e-06,3.58275600677329e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.66038701769923e-06,0,3.65798411309361e-06,7.38184005184383e-06,0,0,1.93806587485909e-05,1.43074288749096e-06,0,0,7.53039455502271e-06,5.10118714827315e-07,1.79137800338665e-05,0
"[Eubacterium] rectale group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000311051768610575,0.00130824463165683,9.13136602313669e-05,0.00720341486886127,0.000634061208663638,0.000728341677548048,5.72113587165496e-05,0.00222554564629652,0.000820674120264813,7.08337924412473e-05,0.000103407089311193,0.0158703065247104,0.000158136801596468,0.00119550910962856,0.000240542197974159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000155525884305287,0.000654122315828415,4.56568301156835e-05,0.00360170743443063,0.000317030604331819,0.000364170838774024,2.86056793582748e-05,0.00111277282314826,0.000410337060132407,3.54168962206237e-05,5.17035446555963e-05,0.00793515326235518,7.90684007982338e-05,0.000597754554814281,0.000120271098987079
"Lachnospiraceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79085739434581e-06,8.81878700574155e-05,2.92203712740374e-06,5.17745443699404e-05,2.56421812327207e-05,1.31232734693342e-05,1.33049671433836e-06,0.000202420213596393,2.74702634398264e-05,1.9676053455902e-06,3.48563222397278e-06,0.000106680589529488,7.1416620075824e-06,4.71415264049118e-05,1.05732834274356e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8954286971729e-06,4.40939350287078e-05,1.46101856370187e-06,2.58872721849702e-05,1.28210906163603e-05,6.5616367346671e-06,6.65248357169182e-07,0.000101210106798197,1.37351317199132e-05,9.83802672795102e-07,1.74281611198639e-06,5.33402947647442e-05,3.5708310037912e-06,2.35707632024559e-05,5.28664171371778e-06
"Phascolarctobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32362454727904e-05,0.000166286449896398,8.03560210036029e-06,0.000132250194858,4.73991834907867e-05,2.84337591835574e-05,3.99149014301509e-06,0.000376846142333711,5.43682297246564e-05,3.93521069118041e-06,1.04568966719184e-05,0.000282389795813352,1.02023742965463e-05,8.86260696412341e-05,1.85032459980122e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61812273639521e-06,8.3143224948199e-05,4.01780105018014e-06,6.61250974289999e-05,2.36995917453933e-05,1.42168795917787e-05,1.99574507150755e-06,0.000188423071166856,2.71841148623282e-05,1.9676053455902e-06,5.22844833595918e-06,0.000141194897906676,5.10118714827315e-06,4.43130348206171e-05,9.25162299900611e-06
"Lactonifactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.11045157047276e-06,0,1.12553357325957e-06,7.77035794930929e-06,0,0,8.61362611048483e-06,1.71689146498915e-06,0,0,2.5101315183409e-06,0,1.88566105619647e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.05522578523638e-06,0,5.62766786629787e-07,3.88517897465465e-06,0,0,4.30681305524241e-06,8.58445732494575e-07,0,0,1.25506575917045e-06,0,9.42830528098235e-06,0
"[Eubacterium] ventriosum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,2.98941932398019e-05,5.84407425480748e-06,0.000118181025192255,9.32442953917115e-06,4.37442448977806e-06,1.33049671433836e-06,6.89090088838786e-05,9.15675447994213e-06,3.93521069118041e-06,6.97126444794557e-06,0.000262308743666624,1.02023742965463e-06,2.07422716181612e-05,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-06,1.49470966199009e-05,2.92203712740374e-06,5.90905125961276e-05,4.66221476958558e-06,2.18721224488903e-06,6.65248357169182e-07,3.44545044419393e-05,4.57837723997107e-06,1.9676053455902e-06,3.48563222397278e-06,0.000131154371833312,5.10118714827315e-07,1.03711358090806e-05,6.60830214214722e-07
"Oxalobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96359205229641e-06,2.69047739158217e-05,3.65254640925468e-06,2.98266396913787e-05,6.21628635944743e-06,4.37442448977806e-06,5.32198685735346e-06,6.46021958286362e-05,6.8675658599566e-06,0,5.80938703995464e-06,6.4008353717693e-05,2.04047485930926e-06,1.31996273933753e-05,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,1.34523869579108e-05,1.82627320462734e-06,1.49133198456893e-05,3.10814317972372e-06,2.18721224488903e-06,2.66099342867673e-06,3.23010979143181e-05,3.4337829299783e-06,0,2.90469351997732e-06,3.20041768588465e-05,1.02023742965463e-06,6.59981369668765e-06,6.60830214214722e-07
"Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05360017604206e-05,0.000231679997608465,1.38796763551678e-05,0.00141423293480065,0.000105676868110606,7.65524285711161e-05,1.86269540007371e-05,0.000408070536984219,0.000137923614354128,7.87042138236081e-06,1.74281611198639e-05,0.00310126749091019,4.28499720454944e-05,0.000199880071956826,3.96498128528833e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02680008802103e-05,0.000115839998804232,6.93983817758388e-06,0.000707116467400327,5.28384340553032e-05,3.82762142855581e-05,9.31347700036855e-06,0.000204035268492109,6.89618071770642e-05,3.93521069118041e-06,8.71408055993196e-06,0.00155063374545509,2.14249860227472e-05,9.9940035978413e-05,1.98249064264417e-05
"Defluviitaleaceae UCG-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49470966199009e-06,0,1.68830035988936e-06,1.24325727188949e-05,0,0,4.30681305524241e-06,0,0,0,2.5101315183409e-06,1.02023742965463e-06,2.45135937305541e-05,3.96498128528833e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.47354830995047e-07,0,8.4415017994468e-07,6.21628635944743e-06,0,0,2.15340652762121e-06,0,0,0,1.25506575917045e-06,5.10118714827315e-07,1.22567968652771e-05,1.98249064264417e-06
"Coprococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000116644413228966,0.00047830709183683,4.74831033203108e-05,0.00287911488039799,0.000453788904239663,0.000238406134692904,4.25758948588276e-05,0.000754768987931233,0.000331360052742906,3.73845015662139e-05,5.34463607675827e-05,0.00634184728108829,6.42749580682416e-05,0.000910774290142895,0.000133487703271374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83222066144828e-05,0.000239153545918415,2.37415516601554e-05,0.00143955744019899,0.000226894452119831,0.000119203067346452,2.12879474294138e-05,0.000377384493965617,0.000165680026371453,1.86922507831069e-05,2.67231803837913e-05,0.00317092364054415,3.21374790341208e-05,0.000455387145071448,6.67438516356869e-05
"Coprococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90271028671362e-05,4.93254188456731e-05,2.19152784555281e-06,0.000298266396913787,3.03043960023062e-05,5.03058816324477e-05,0,9.25964806877119e-05,2.63256691298336e-05,3.93521069118041e-06,1.16187740799093e-06,0.000651379129009464,1.12226117262009e-05,5.65698316858941e-05,1.1894943855865e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51355143356811e-06,2.46627094228365e-05,1.0957639227764e-06,0.000149133198456893,1.51521980011531e-05,2.51529408162239e-05,0,4.6298240343856e-05,1.31628345649168e-05,1.9676053455902e-06,5.80938703995464e-07,0.000325689564504732,5.61130586310046e-06,2.82849158429471e-05,5.9474719279325e-06
"Parasutterella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,8.59458055644304e-06,1.46101856370187e-06,5.06490107966808e-06,2.25340380529969e-05,2.18721224488903e-06,0,2.36874718038333e-05,5.72297154996383e-07,1.9676053455902e-06,1.16187740799093e-06,1.12955918325341e-05,0,5.46841706296977e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,4.29729027822152e-06,7.30509281850935e-07,2.53245053983404e-06,1.12670190264985e-05,1.09360612244452e-06,0,1.18437359019166e-05,2.86148577498192e-07,9.83802672795102e-07,5.80938703995464e-07,5.64779591626703e-06,0,2.73420853148488e-05,0
"Blautia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000190271028671362,0.00100593960251933,8.32780581310066e-05,0.0074893003964692,0.000421153400852564,0.000441816873467584,3.72539080014742e-05,0.00166242983932357,0.000656997133935848,4.32873176029845e-05,0.000106892721535165,0.0164990944700548,0.00016527846360405,0.000808948593108286,0.000149347628412527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51355143356811e-05,0.000502969801259667,4.16390290655033e-05,0.0037446501982346,0.000210576700426282,0.000220908436733792,1.86269540007371e-05,0.000831214919661786,0.000328498566967924,2.16436588014922e-05,5.34463607675827e-05,0.00824954723502738,8.2639231802025e-05,0.000404474296554143,7.46738142062636e-05
"[Eubacterium] eligens group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32362454727904e-05,7.66038701769923e-05,1.46101856370187e-05,5.62766786629787e-05,2.79732886175135e-05,3.06209714284464e-05,2.66099342867673e-06,0.000152891863461106,3.60547207647721e-05,3.93521069118041e-06,2.09137933438367e-05,0.000122996444398704,2.04047485930926e-06,6.411247591068e-05,2.64332085685889e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61812273639521e-06,3.83019350884962e-05,7.30509281850935e-06,2.81383393314893e-05,1.39866443087567e-05,1.53104857142232e-05,1.33049671433836e-06,7.64459317305528e-05,1.80273603823861e-05,1.9676053455902e-06,1.04568966719184e-05,6.14982221993521e-05,1.02023742965463e-06,3.205623795534e-05,1.32166042842944e-06
"Christensenellaceae R-7 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,5.97883864796037e-05,1.1688148509615e-05,0.000217227979639098,0.000137535335702774,8.74884897955613e-06,6.65248357169182e-06,0.000120590765546788,2.74702634398264e-05,5.90281603677061e-06,1.51044063038821e-05,0.000478180054243942,5.10118714827315e-06,0.0003205623795534,9.25162299900611e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-06,2.98941932398019e-05,5.84407425480748e-06,0.000108613989819549,6.87676678513872e-05,4.37442448977806e-06,3.32624178584591e-06,6.02953827733938e-05,1.37351317199132e-05,2.9514080183853e-06,7.55220315194103e-06,0.000239090027121971,2.55059357413657e-06,0.0001602811897767,4.62581149950306e-06
"Erwinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135754242630307,0.00118754682645113,0.0015647508817247,0.000544195482671004,0.000531492483732756,6.34291551017819e-05,0.00214476070351344,4.84516468714772e-05,0.00179300698660367,4.52549229485747e-05,0.00246201822753278,3.51418412567726e-05,0.000958002946445697,2.63992547867506e-05,0.000885512487047728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000678771213151534,0.000593773413225565,0.000782375440862352,0.000272097741335502,0.000265746241866378,3.1714577550891e-05,0.00107238035175672,2.42258234357386e-05,0.000896503493301834,2.26274614742873e-05,0.00123100911376639,1.75709206283863e-05,0.000479001473222848,1.31996273933753e-05,0.000442756243523864
"Anaerotruncus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.60681288663935e-05,4.38305569110561e-06,9.56703537270637e-06,0.000148413836831808,0,0,4.19914272886135e-05,2.28918861998553e-06,3.93521069118041e-06,4.64750963196371e-06,2.00810521467272e-05,1.02023742965463e-06,0.000346961634340151,9.25162299900611e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.03406443319675e-06,2.19152784555281e-06,4.78351768635319e-06,7.42069184159038e-05,0,0,2.09957136443068e-05,1.14459430999277e-06,1.9676053455902e-06,2.32375481598186e-06,1.00405260733636e-05,5.10118714827315e-07,0.000173480817170075,4.62581149950306e-06
"Ruminiclostridium 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.30787095424133e-05,2.19152784555281e-06,7.87873501281701e-06,1.39866443087567e-05,4.37442448977806e-06,0,3.66079109695605e-05,5.72297154996383e-07,0,3.48563222397278e-06,1.75709206283863e-05,0,3.205623795534e-05,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,6.53935477120666e-06,1.0957639227764e-06,3.93936750640851e-06,6.99332215437836e-06,2.18721224488903e-06,0,1.83039554847803e-05,2.86148577498192e-07,0,1.74281611198639e-06,8.78546031419316e-06,0,1.602811897767e-05,6.60830214214722e-07
"Odoribacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,2.57837416693291e-05,1.46101856370187e-06,7.87873501281701e-06,3.10814317972372e-06,2.18721224488903e-06,0,5.49118664543408e-05,1.03013487899349e-05,0,2.32375481598186e-06,1.50607891100454e-05,2.04047485930926e-06,5.65698316858941e-06,1.32166042842944e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.136326710247e-07,1.28918708346646e-05,7.30509281850935e-07,3.93936750640851e-06,1.55407158986186e-06,1.09360612244452e-06,0,2.74559332271704e-05,5.15067439496745e-06,0,1.16187740799093e-06,7.53039455502271e-06,1.02023742965463e-06,2.82849158429471e-06,6.60830214214722e-07
"Coprococcus 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61812273639521e-06,4.11045157047276e-05,3.65254640925468e-06,0.000221167347145506,2.09799664631351e-05,1.31232734693342e-05,2.66099342867673e-06,6.7832305620068e-05,2.689796628483e-05,5.90281603677061e-06,2.32375481598186e-06,0.000485710448798965,6.12142457792778e-06,4.14845432363224e-05,6.60830214214722e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3090613681976e-06,2.05522578523638e-05,1.82627320462734e-06,0.000110583673572753,1.04899832315675e-05,6.5616367346671e-06,1.33049671433836e-06,3.3916152810034e-05,1.3448983142415e-05,2.9514080183853e-06,1.16187740799093e-06,0.000242855224399482,3.06071228896389e-06,2.07422716181612e-05,3.30415107107361e-06
"Raoultella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1402239572734,0.138597327085447,0.151446262276208,0.066667604611311,0.0953454001812047,0.000218721224488903,0.225390134899062,0.00405486449151073,0.210110315999597,0.000375812621007729,0.240653858130121,0.00197170830765678,0.119258613864619,0.000220622343574987,0.16201838693988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0701119786366998,0.0692986635427235,0.0757231311381042,0.0333338023056555,0.0476727000906024,0.000109360612244452,0.112695067449531,0.00202743224575537,0.105055157999799,0.000187906310503864,0.12032692906506,0.00098585415382839,0.0596293069323093,0.000110311171787494,0.0810091934699401
"Enterobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113054081644471,0.0097772695764927,0.0128628074348313,0.00552749537827776,0.00526519454645198,0.00525587102446834,0.014985384493593,0.00518217280872043,0.0122196888534828,0.00654425537943302,0.0165939331409264,0.00387062280128167,0.00687435980101289,0.00319053850708443,0.0067193216181353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00565270408222356,0.00488863478824635,0.00643140371741563,0.00276374768913888,0.00263259727322599,0.00262793551223417,0.0074926922467965,0.00259108640436022,0.00610984442674139,0.00327212768971651,0.00829696657046322,0.00193531140064084,0.00343717990050645,0.00159526925354221,0.00335966080906765
"Kluyvera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000957973266093206,0.00104667044080856,0.000795524607935668,0.00146825854631711,0.000703217394412491,4.37442448977806e-06,0.00153805420177515,1.18437359019166e-05,0.00159670906243991,1.9676053455902e-06,0.00126412261989413,2.5101315183409e-06,0.00265975897910962,0,0.00119610268772865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000478986633046603,0.000523335220404282,0.000397762303967834,0.000734129273158557,0.000351608697206245,2.18721224488903e-06,0.000769027100887574,5.92186795095832e-06,0.000798354531219954,9.83802672795102e-07,0.000632061309947065,1.25506575917045e-06,0.00132987948955481,0,0.000598051343864324
"Oryza sativa Indica Group (long-grained rice)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.97883864796038e-06,0,0,0,0,0,1.18437359019166e-05,2.86148577498192e-06,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.98941932398019e-06,0,0,0,0,0,5.92186795095832e-06,1.43074288749096e-06,0,0,0,0,0,0
"uncultured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88814710763218e-05,0.000375172125159514,3.72559733743977e-05,0.00114466764400499,0.000340341678179747,7.43652163262271e-05,1.72964572863987e-05,0.000760152504250286,0.000170544552188922,1.37732374191314e-05,5.11226059516008e-05,0.00251264164985924,3.26475977489481e-05,0.000748607439309999,5.41880775656072e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94407355381609e-05,0.000187586062579757,1.86279866871988e-05,0.000572333822002493,0.000170170839089874,3.71826081631135e-05,8.64822864319937e-06,0.000380076252125143,8.52722760944611e-05,6.88661870956571e-06,2.55613029758004e-05,0.00125632082492962,1.63237988744741e-05,0.000374303719654999,2.70940387828036e-05
