"","Genus","Obs_Per","Sample","Kit","Type"
"511","Bacillus",0,"SC253844.PC04924.G10","Qiagen DSP Virus","Zymo.Ext"
"512","Listeria",NA,"SC253844.PC04924.G10","Qiagen DSP Virus","Zymo.Ext"
"513","Pseudomonas",0,"SC253844.PC04924.G10","Qiagen DSP Virus","Zymo.Ext"
"514","Salmonella",NA,"SC253844.PC04924.G10","Qiagen DSP Virus","Zymo.Ext"
"515","Staphylococcus",1,"SC253844.PC04924.G10","Qiagen DSP Virus","Zymo.Ext"
"516","Lactobacillus",0,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"517","Enterococcus",0,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"518","Escherichia-Shigella",NA,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"519","Bacillus",0,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"520","Listeria",NA,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"521","Pseudomonas",0,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"522","Salmonella",NA,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"523","Staphylococcus",3.48839237437427e-05,"SC253854.PC04924.H11","Qiagen DSP Virus","Zymo.Ext"
"524","Lactobacillus",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"525","Enterococcus",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"526","Escherichia-Shigella",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"527","Bacillus",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"528","Listeria",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"529","Pseudomonas",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"530","Salmonella",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"531","Staphylococcus",NA,"SC249390.PC04924.C03","Zymo MagBead DNone Kit","Zymo.Ext"
"532","Lactobacillus",0.00065671092898328,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"533","Enterococcus",9.19395300576592e-05,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"534","Escherichia-Shigella",NA,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"535","Bacillus",0.000262684371593312,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"536","Listeria",NA,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"537","Pseudomonas",7.88053114779936e-05,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"538","Salmonella",NA,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"539","Staphylococcus",0.000183879060115318,"SC249391.PC04924.D03","Zymo MagBead DNone Kit","Zymo.Ext"
"540","Lactobacillus",0.220496894409938,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"541","Enterococcus",0.0505788353308255,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"542","Escherichia-Shigella",NA,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"543","Bacillus",0.0570524596856501,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"544","Listeria",NA,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"545","Pseudomonas",0.0249322019070947,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"546","Salmonella",NA,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"547","Staphylococcus",0.0727407925815764,"SC249391.PC04925.H01","Zymo MagBead DNone Kit","Zymo.Ext"
"548","Lactobacillus",0.000182205978499695,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"549","Enterococcus",0,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"550","Escherichia-Shigella",NA,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"551","Bacillus",0.000107179987352761,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"552","Listeria",NA,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"553","Pseudomonas",0,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"554","Salmonella",NA,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"555","Staphylococcus",0,"SC249395.PC04924.H03","Zymo MagBead DNone Kit","Zymo.Ext"
"556","Lactobacillus",0.00376633091522711,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"557","Enterococcus",0.00120905311135466,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"558","Escherichia-Shigella",NA,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"559","Bacillus",0.00135692291634048,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"560","Listeria",NA,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"561","Pseudomonas",0.000652366786702155,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"562","Salmonella",NA,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"563","Staphylococcus",0.00135692291634048,"SC249404.PC04924.H04","Zymo MagBead DNone Kit","Zymo.Ext"
"564","Lactobacillus",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"565","Enterococcus",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"566","Escherichia-Shigella",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"567","Bacillus",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"568","Listeria",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"569","Pseudomonas",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"570","Salmonella",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"571","Staphylococcus",NA,"SC304092.PC07578.A03","Zymo MagBead DNone Kit","Zymo.Ext"
"572","Lactobacillus",0.000413130360590956,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"573","Enterococcus",0,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"574","Escherichia-Shigella",NA,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"575","Bacillus",0.000116754232340922,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"576","Listeria",NA,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"577","Pseudomonas",0,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"578","Salmonella",NA,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"579","Staphylococcus",8.98109479545557e-05,"SC304097.PC07578.A09","Zymo MagBead DNone Kit","Zymo.Ext"
"580","Lactobacillus",0.000186075664241154,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"581","Enterococcus",0,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"582","Escherichia-Shigella",NA,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"583","Bacillus",0,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"584","Listeria",NA,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"585","Pseudomonas",0,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"586","Salmonella",NA,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"587","Staphylococcus",0,"SC304924.PC07578.B.07.PC07578.B07","Zymo MagBead DNone Kit","Zymo.Ext"
"588","Lactobacillus",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"589","Enterococcus",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"590","Escherichia-Shigella",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"591","Bacillus",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"592","Listeria",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"593","Pseudomonas",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"594","Salmonella",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"595","Staphylococcus",NA,"SC304927.PC07578.B02","Zymo MagBead DNone Kit","Zymo.Ext"
"596","Lactobacillus",0.000412004510365166,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"597","Enterococcus",0,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"598","Escherichia-Shigella",NA,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"599","Bacillus",0,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"600","Listeria",NA,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"601","Pseudomonas",0,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"602","Salmonella",NA,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"603","Staphylococcus",0,"SC249408.PC04924.C05","MagAttract PowerMag Soil","Zymo.Ext"
"604","Lactobacillus",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"605","Enterococcus",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"606","Escherichia-Shigella",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"607","Bacillus",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"608","Listeria",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"609","Pseudomonas",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"610","Salmonella",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"611","Staphylococcus",NA,"SC249408.PC04925.E02","MagAttract PowerMag Soil","Zymo.Ext"
"612","Lactobacillus",0,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"613","Enterococcus",0,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"614","Escherichia-Shigella",NA,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"615","Bacillus",0,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"616","Listeria",NA,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"617","Pseudomonas",0,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"618","Salmonella",NA,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"619","Staphylococcus",0,"SC249408.PC07578.E02","MagAttract PowerMag Soil","Zymo.Ext"
"620","Lactobacillus",0.000324389937633418,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"621","Enterococcus",0,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"622","Escherichia-Shigella",NA,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"623","Bacillus",0,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"624","Listeria",NA,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"625","Pseudomonas",0,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"626","Salmonella",NA,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"627","Staphylococcus",0,"SC249412.PC04924.G05","MagAttract PowerMag Soil","Zymo.Ext"
"628","Lactobacillus",0,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"629","Enterococcus",0,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"630","Escherichia-Shigella",NA,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"631","Bacillus",0,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"632","Listeria",NA,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"633","Pseudomonas",0,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"634","Salmonella",NA,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"635","Staphylococcus",0,"SC249420.PC04924.G06","MagAttract PowerMag Soil","Zymo.Ext"
"636","Lactobacillus",0.0449971283741604,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"637","Enterococcus",0.112742527530152,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"638","Escherichia-Shigella",NA,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"639","Bacillus",0.180063425475067,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"640","Listeria",NA,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"641","Pseudomonas",0.07700951382126,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"642","Salmonella",NA,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"643","Staphylococcus",0.165705296276875,"SC249420.PC07578.H07","MagAttract PowerMag Soil","Zymo.Ext"
"644","Lactobacillus",0.165785284064974,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"645","Enterococcus",0.0396455171953107,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"646","Escherichia-Shigella",NA,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"647","Bacillus",0.0784003740773316,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"648","Listeria",NA,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"649","Pseudomonas",0.0461696039901582,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"650","Salmonella",NA,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"651","Staphylococcus",0.0608543659055232,"SC249425.PC04924.C07","MagAttract PowerMag Soil","Zymo.Ext"
"652","Lactobacillus",0,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"653","Enterococcus",0,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"654","Escherichia-Shigella",NA,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"655","Bacillus",6.27305347150779e-05,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"656","Listeria",NA,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"657","Pseudomonas",0,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"658","Salmonella",NA,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"659","Staphylococcus",0,"SC249432.PC04924.A08","MagAttract PowerMag Microbiome","Zymo.Ext"
"660","Lactobacillus",0,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"661","Enterococcus",0,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"662","Escherichia-Shigella",NA,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"663","Bacillus",0,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"664","Listeria",NA,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"665","Pseudomonas",0,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"666","Salmonella",NA,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"667","Staphylococcus",0,"SC249432.PC04925.B04","MagAttract PowerMag Microbiome","Zymo.Ext"
"668","Lactobacillus",0.205154118241536,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"669","Enterococcus",0.0394138453764528,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"670","Escherichia-Shigella",NA,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"671","Bacillus",0.056088933804952,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"672","Listeria",NA,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"673","Pseudomonas",0.0515411824153613,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"674","Salmonella",NA,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"675","Staphylococcus",0.0439615967660435,"SC249437.PC04924.F08","MagAttract PowerMag Microbiome","Zymo.Ext"
"676","Lactobacillus",0.000645373260425712,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"677","Enterococcus",0.000152542770646077,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"678","Escherichia-Shigella",NA,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"679","Bacillus",5.86702964023374e-05,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"680","Listeria",NA,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"681","Pseudomonas",0.000164276829926545,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"682","Salmonella",NA,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"683","Staphylococcus",0.00014080871136561,"SC249437.PC04925.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"684","Lactobacillus",0.00840336134453781,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"685","Enterococcus",0,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"686","Escherichia-Shigella",NA,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"687","Bacillus",0,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"688","Listeria",NA,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"689","Pseudomonas",0,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"690","Salmonella",NA,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"691","Staphylococcus",0,"SC249437.PC07578.F04","MagAttract PowerMag Microbiome","Zymo.Ext"
"692","Lactobacillus",0.0394358283848844,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"693","Enterococcus",0.0219410835892319,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"694","Escherichia-Shigella",NA,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"695","Bacillus",0.205664964981449,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"696","Listeria",NA,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"697","Pseudomonas",0.0111013164650154,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"698","Salmonella",NA,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"699","Staphylococcus",0.0908254303455357,"SC249442.PC04924.C09","MagAttract PowerMag Microbiome","Zymo.Ext"
"700","Lactobacillus",8.10490995445041e-05,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"701","Enterococcus",0,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"702","Escherichia-Shigella",NA,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"703","Bacillus",0.000113468739362306,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"704","Listeria",NA,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"705","Pseudomonas",0,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"706","Salmonella",NA,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"707","Staphylococcus",0,"SC249451.PC04924.C10","MagAttract PowerMag Microbiome","Zymo.Ext"
"708","Lactobacillus",9.87663188895074e-05,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"709","Enterococcus",8.08088063641424e-05,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"710","Escherichia-Shigella",NA,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"711","Bacillus",0,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"712","Listeria",NA,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"713","Pseudomonas",0,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"714","Salmonella",NA,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"715","Staphylococcus",0,"SC249451.PC07578.F06","MagAttract PowerMag Microbiome","Zymo.Ext"
"716","Lactobacillus",0.000252622329617222,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"717","Enterococcus",0,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"718","Escherichia-Shigella",NA,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"719","Bacillus",0,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"720","Listeria",NA,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"721","Pseudomonas",0,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"722","Salmonella",NA,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"723","Staphylococcus",8.78686363885991e-05,"SC253181.PC04925.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"724","Lactobacillus",0,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"725","Enterococcus",0.0272727272727273,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"726","Escherichia-Shigella",NA,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"727","Bacillus",0,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"728","Listeria",NA,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"729","Pseudomonas",0,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"730","Salmonella",NA,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"731","Staphylococcus",0,"SC253181.PC07578.G05","Qiagen QIAamp  Modified","Zymo.Ext"
"732","Lactobacillus",0.000183715106216339,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"733","Enterococcus",0,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"734","Escherichia-Shigella",NA,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"735","Bacillus",0,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"736","Listeria",NA,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"737","Pseudomonas",0,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"738","Salmonella",NA,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"739","Staphylococcus",0,"SC253189.PC04925.F06","Qiagen QIAamp  Modified","Zymo.Ext"
"740","Lactobacillus",0.000464756003098373,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"741","Enterococcus",7.74593338497289e-05,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"742","Escherichia-Shigella",NA,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"743","Bacillus",0,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"744","Listeria",NA,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"745","Pseudomonas",0,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"746","Salmonella",NA,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"747","Staphylococcus",0,"SC253194.PC04925.D07","Qiagen QIAamp  Modified","Zymo.Ext"
"748","Lactobacillus",0,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"749","Enterococcus",0,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"750","Escherichia-Shigella",NA,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"751","Bacillus",0.2,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"752","Listeria",NA,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"753","Pseudomonas",0,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"754","Salmonella",NA,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"755","Staphylococcus",0,"SC253196.PC04925.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"756","Lactobacillus",0.000270254038796469,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"757","Enterococcus",0,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"758","Escherichia-Shigella",NA,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"759","Bacillus",0,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"760","Listeria",NA,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"761","Pseudomonas",0,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"762","Salmonella",NA,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
"763","Staphylococcus",0,"SC253196.PC07578.F07","Qiagen QIAamp  Modified","Zymo.Ext"
